customer_id,age,gender,income,employment_type,tenure_months,segment,credit_limit,balances,utilization_rate,num_late_payments_3m,num_late_payments_12m,max_dpd,last_default_flag,txn_count,avg_ticket,category_spend_grocery,category_spend_fuel,category_spend_travel,intl_spend_pct,num_products,has_credit_card,has_auto_loan,has_mortgage,mobile_app_logins_30d,complaints_6m,nps_score,offer_click_rate,cpi,unemployment_rate,ramadan_flag,eid_flag
CUST_00020,41,Female,11114,Salaried,225,Mass,48342,17280,0.357445752,0,0,0,0,24,113,35,11,3493,0.05,1,0,1,0,14,0,59,0.23,98.71421488,7.158930532,1,0
CUST_00021,61,Male,8256,Unemployed,75,Mass,8127,22242,2.736466535,1,2,0,0,18,459,282,511,3184,0.08,3,0,0,1,13,0,71,0.25,103.5005015,4.822454683,0,0
CUST_00022,47,Female,10367,Self-Employed,22,Mass,37725,48616,1.28866034,0,2,0,0,22,387,303,787,244,0.15,2,0,0,0,12,0,-47,0.28,106.2153106,6.174867194,0,0
CUST_00023,55,Male,15460,Salaried,198,Mass,37839,7367,0.194688161,0,0,15,1,25,354,126,701,4359,0.1,1,0,0,1,19,0,-21,0.33,97.0663403,8.807743356,0,0
CUST_00024,19,Female,7297,Salaried,184,Mass,13091,18463,1.410250535,0,1,0,0,16,394,1431,625,1959,0.13,3,1,0,0,14,0,19,0.17,110.5572135,7.145538673,0,0
CUST_00025,38,Female,10573,Salaried,37,Mass,27308,16384,0.599948735,0,1,0,0,19,185,211,609,1520,0.29,2,0,1,0,15,0,-74,0.13,106.6734494,7.4569359,0,0
CUST_00026,50,Male,17582,Salaried,57,Mass,27388,37569,1.371682062,0,0,0,0,21,139,119,471,4565,0.1,1,1,0,0,15,0,-47,0.16,97.56962312,3.919157205,0,0
CUST_00027,29,Female,7378,Salaried,188,Mass,10129,20393,2.013129319,0,3,0,0,17,80,104,463,2737,0.14,4,1,0,1,17,0,42,0.02,112.1645104,9.970678957,0,0
CUST_00028,39,Female,15500,Self-Employed,114,Affluent,27296,27629,1.012162509,0,0,15,0,16,343,1138,546,4788,0.07,2,1,0,0,13,0,33,0.16,108.047989,5.958454797,0,0
CUST_00029,61,Female,2305,Self-Employed,213,Affluent,47307,32718,0.691595502,0,1,0,0,23,219,653,286,3806,0.07,2,1,1,0,14,0,-17,0.16,98.32360922,9.553148034,0,0
CUST_00030,42,Female,6697,Salaried,140,HNI,20038,16105,0.803682819,0,1,15,1,19,234,1140,874,365,0.13,1,1,0,0,16,0,-39,0.07,106.133859,6.540677361,0,0
CUST_00031,66,Female,9222,Salaried,135,Mass,25982,38792,1.492976177,0,1,0,0,30,422,183,567,3537,0.02,1,1,1,0,18,0,-31,0.1,105.1734664,9.852769911,0,0
CUST_00032,44,Female,9933,Self-Employed,194,Mass,21325,19017,0.891728407,0,1,0,0,24,368,176,326,2782,0.03,2,1,0,0,15,0,-10,0.28,110.964445,7.245679075,0,0
CUST_00033,59,Female,19849,Salaried,103,Mass,1595,28823,18.05952381,0,2,0,0,20,74,204,554,3252,0.15,2,1,0,0,8,1,6,0.1,113.074597,5.185491656,0,0
CUST_00034,45,Female,13463,Salaried,41,Mass,44982,26993,0.600071138,0,1,0,0,20,252,270,205,1812,0.14,3,1,0,0,16,0,-28,0.11,108.7786484,6.357534985,0,1
CUST_00035,33,Male,2402,Self-Employed,152,Mass,35074,1682,0.047954383,0,1,0,0,20,488,438,620,2251,0.16,4,0,0,0,21,0,-16,0.14,113.0962613,3.907093797,0,0
CUST_00036,32,Male,14901,Salaried,218,Mass,48411,33330,0.68846567,0,1,30,0,19,127,137,319,958,0.17,1,1,0,0,12,0,0,0.45,107.2481412,9.40526732,0,0
CUST_00037,64,Female,8940,Salaried,153,Mass,8899,39760,4.46741573,0,4,0,0,22,117,1990,251,3702,0.12,3,1,1,0,16,1,13,0.11,107.2928338,5.328931125,0,0
CUST_00038,68,Female,18022,Salaried,190,Mass,10057,49409,4.912408033,0,0,0,0,19,239,1550,927,775,0.17,2,1,0,0,8,0,62,0.21,102.8535509,4.664215065,1,0
CUST_00039,61,Male,10095,Salaried,212,HNI,6001,6665,1.110463179,1,0,0,0,17,36,1797,666,2896,0.22,2,1,0,0,11,0,-51,0.39,106.2682081,8.692338653,0,0
CUST_00040,69,Female,12842,Salaried,232,Mass,40544,31846,0.785448267,1,0,0,0,18,292,482,278,3182,0.26,3,0,0,0,19,0,-83,0.26,101.0427554,7.874335492,0,0
CUST_00041,20,Male,6544,Salaried,105,Mass,30160,12477,0.413679918,0,1,0,0,19,117,530,600,4765,0.16,3,1,0,0,12,0,-56,0.05,107.8774598,6.454046379,0,0
CUST_00042,54,Male,8074,Salaried,106,Mass,44385,21057,0.474406344,0,1,0,0,17,374,331,888,3188,0.15,2,1,0,1,17,0,71,0.22,104.507618,3.15391046,0,0
CUST_00043,68,Male,8850,Self-Employed,44,Affluent,45717,29959,0.655299882,0,0,0,0,15,11,436,620,230,0.14,4,0,0,0,13,0,64,0.03,101.4376308,3.90343057,0,0
CUST_00044,24,Female,2750,Self-Employed,130,Affluent,10755,26417,2.456024544,0,0,0,0,23,93,927,555,2495,0.14,3,1,0,0,6,0,41,0.1,97.14194365,4.477733724,1,0
CUST_00045,38,Female,3617,Self-Employed,170,Mass,25321,39774,1.57072901,0,1,0,0,30,185,1803,223,130,0.19,1,1,0,0,13,0,-31,0.16,103.6211907,6.273844818,0,0
CUST_00046,26,Female,4530,Salaried,227,Mass,24952,20259,0.811886346,0,1,30,1,27,410,1111,290,1850,0.08,2,1,0,0,10,0,84,0.05,115.6380546,4.560057593,0,0
CUST_00047,56,Male,5333,Salaried,161,Affluent,16261,47751,2.936354692,0,2,0,0,10,48,674,805,1549,0.14,1,1,0,0,15,0,-76,0.2,106.2224581,6.495328681,0,0
CUST_00048,35,Male,9234,Salaried,145,Mass,22051,36861,1.671549066,0,1,0,0,22,259,189,968,1679,0.1,2,1,0,0,15,0,47,0.32,107.1247015,6.107607791,0,0
CUST_00049,21,Male,2511,Self-Employed,122,HNI,14515,19038,1.311518325,1,1,15,0,16,304,681,176,2001,0.23,1,0,0,0,14,1,50,0.06,109.407722,5.051000699,0,0
CUST_00050,42,Female,16546,Salaried,191,Mass,20365,20368,1.000098203,0,2,0,0,25,401,1776,84,3716,0.03,2,1,1,0,16,0,-11,0.14,100.503103,7.49608885,0,0
CUST_00051,31,Male,7082,Salaried,150,Mass,18361,12792,0.696656138,1,0,0,0,20,311,1217,638,4666,0.2,1,0,1,0,18,0,95,0.06,103.0032263,8.327889535,0,0
CUST_00052,67,Male,18636,Salaried,1,Affluent,23169,18253,0.78778593,0,0,0,0,15,396,1286,433,101,0.21,3,1,0,0,19,0,2,0.19,97.98886637,5.950825643,0,0
CUST_00053,26,Female,10820,Unemployed,229,Mass,2997,16761,5.590727151,0,0,30,0,9,264,1755,237,4750,0.03,1,1,0,0,14,0,-66,0.25,101.9767972,5.298131337,0,0
CUST_00054,43,Male,5476,Unemployed,94,Mass,6350,18776,2.956384821,0,2,15,0,23,202,780,515,2315,0.05,4,0,0,0,19,0,-55,0.07,98.21935719,6.714537126,0,0
CUST_00055,19,Male,11178,Salaried,238,Mass,2287,13517,5.90777972,0,0,15,0,26,294,1964,721,1272,0.04,4,1,0,0,17,0,-90,0.04,105.3944785,3.251468269,0,0
CUST_00056,37,Female,3725,Self-Employed,198,Affluent,32042,31976,0.99790906,1,0,0,0,29,122,719,79,3687,0.24,4,0,0,1,15,0,90,0.29,106.5355177,9.445156458,0,0
CUST_00057,45,Female,15765,Salaried,233,Mass,29287,33547,1.145417919,0,0,0,0,17,40,1826,651,1078,0.21,1,1,0,0,13,0,-20,0.06,101.3688862,7.279408785,0,1
CUST_00058,64,Male,3701,Salaried,182,Mass,35829,36179,1.009740441,0,1,0,0,21,80,1264,690,3586,0.19,3,1,0,0,14,0,-33,0.18,113.7860222,3.206903664,0,0
CUST_00059,24,Female,10496,Salaried,14,Mass,19830,865,0.043618577,0,1,0,0,24,188,1613,117,4330,0.17,1,0,0,0,12,0,-34,0.15,107.918908,6.802457776,0,0
CUST_00060,61,Male,14270,Salaried,100,Affluent,29184,36407,1.247455885,0,0,0,0,18,380,625,651,4211,0.11,2,0,1,0,16,0,95,0.17,113.4300371,4.573934203,0,0
CUST_00061,25,Female,12472,Salaried,225,Mass,16788,15920,0.948239919,0,0,0,0,29,470,1677,446,3940,0.13,1,1,0,0,10,0,80,0.09,101.6035861,7.498637129,0,0
CUST_00062,64,Male,4807,Unemployed,102,Mass,34183,7091,0.207436227,1,0,0,0,16,369,256,107,2748,0.06,2,1,0,0,14,0,-27,0.28,108.4969442,6.70351236,0,0
CUST_00063,52,Female,17654,Self-Employed,231,Mass,25968,33306,1.282529169,0,0,0,0,21,195,394,216,4172,0.06,2,1,1,0,16,1,-10,0.13,97.05931416,4.595494963,0,0
CUST_00064,31,Male,13078,Salaried,53,Affluent,23255,36797,1.582258342,1,2,0,0,14,158,9,120,1322,0.25,4,0,0,0,22,0,-99,0.21,107.3903887,7.600945536,1,0
CUST_00065,34,Female,9572,Salaried,6,Affluent,7813,42065,5.383286409,0,1,0,0,21,488,679,542,963,0.01,3,1,0,1,20,0,30,0.06,98.23881325,9.455602946,0,0
CUST_00066,53,Female,19408,Salaried,90,Mass,11488,42725,3.71877448,0,0,0,0,19,291,589,365,1962,0.06,3,1,0,0,15,0,84,0.23,110.4491145,6.583607094,0,0
CUST_00067,67,Female,10698,Salaried,64,Affluent,29465,47571,1.614436978,0,0,15,0,23,359,958,684,4161,0.13,1,1,0,0,13,0,-62,0.16,106.2200816,7.444791656,0,0
CUST_00068,57,Female,6856,Self-Employed,88,Mass,19699,13468,0.683654822,0,0,0,0,19,72,1317,326,1336,0.16,4,1,0,0,17,0,45,0.08,102.4351128,8.283435173,0,0
CUST_00069,21,Female,8724,Salaried,33,Mass,47884,14275,0.298110055,0,1,60,0,22,490,352,22,328,0.17,2,1,0,0,18,0,22,0.02,106.6143502,5.361425711,0,0
CUST_00070,19,Female,11245,Self-Employed,72,Affluent,22169,6222,0.280649526,0,0,0,0,15,363,924,424,3769,0.15,4,1,0,0,18,0,98,0.16,112.4065991,8.977077607,0,0
CUST_00071,23,Female,12866,Salaried,44,Mass,46722,21800,0.466579629,0,1,0,1,16,454,946,160,4515,0.14,2,1,0,1,13,1,80,0.02,103.7317942,3.438956324,0,0
CUST_00072,59,Male,12096,Salaried,107,Mass,37861,40475,1.069013787,0,1,0,0,25,197,1980,166,3999,0.15,3,0,0,0,22,0,-21,0.03,101.2387967,6.388709289,0,0
CUST_00073,21,Male,6587,Salaried,34,Affluent,1476,11455,7.755585647,0,2,0,0,18,315,1799,712,3877,0.19,4,0,0,0,13,0,9,0.2,101.2731332,9.92806441,1,0
CUST_00074,46,Female,6922,Unemployed,162,Mass,17633,7143,0.405069752,0,3,30,0,23,11,1504,569,4502,0.13,3,1,0,0,17,0,-91,0.19,108.0506481,6.043261068,0,0
CUST_00075,35,Female,7046,Self-Employed,152,Mass,4055,11876,2.92800789,0,2,0,0,18,78,828,447,3202,0.06,3,1,0,0,11,0,-60,0.24,108.9890789,7.619553063,0,0
CUST_00076,43,Male,9203,Salaried,2,Affluent,44628,24463,0.548141343,1,0,0,0,20,248,130,299,923,0.1,2,1,0,0,14,0,95,0.13,103.7174323,7.290893601,0,0
CUST_00077,61,Male,17403,Self-Employed,136,Mass,21683,29461,1.35865154,0,3,0,0,21,136,648,183,849,0.21,1,1,0,0,18,0,7,0.11,99.79257774,6.483873127,0,0
CUST_00078,51,Female,11828,Unemployed,117,Mass,40723,7214,0.177143699,2,0,0,0,19,497,268,163,778,0.19,4,1,0,0,10,0,-93,0.3,109.726941,9.149049427,0,0
CUST_00079,27,Male,17797,Salaried,153,Mass,19899,29200,1.467336683,0,1,30,0,24,119,1541,631,3742,0.22,2,1,1,0,8,2,-25,0.03,107.6710357,9.742552667,0,0
CUST_00080,53,Male,2038,Salaried,121,Mass,12318,6488,0.526666125,0,2,0,0,26,15,633,144,3701,0.33,3,1,0,0,16,0,-15,0.09,110.0186417,7.381769246,0,1
CUST_00081,31,Female,8265,Salaried,222,Mass,41728,36363,0.871408373,0,1,0,0,27,421,1571,587,3378,0.1,4,0,0,0,19,0,54,0.06,103.1315832,3.37741563,0,0
CUST_00082,48,Female,8598,Salaried,32,Mass,31428,8594,0.273441726,0,0,15,0,14,199,762,316,2764,0.18,2,1,0,1,17,0,85,0.04,106.9099914,7.02271396,0,0
CUST_00083,65,Female,4415,Self-Employed,56,Mass,3528,35069,9.937376027,0,1,0,0,24,156,1765,740,3370,0.15,2,1,1,0,17,0,67,0.06,107.0224566,7.512546892,0,0
CUST_00084,32,Male,19142,Salaried,94,Affluent,26087,46094,1.766865992,0,2,15,0,19,352,1220,681,4861,0.11,3,0,1,0,23,0,-3,0.31,98.12423568,4.540631726,0,0
CUST_00085,25,Female,19148,Salaried,7,Mass,43595,35816,0.821543261,1,1,0,0,22,185,1669,374,623,0.19,3,1,0,0,14,0,-38,0.02,108.317674,9.146777754,0,0
CUST_00086,31,Female,16306,Salaried,176,Mass,5739,35352,6.158885017,0,0,0,0,16,106,270,493,1535,0.16,3,1,0,1,12,0,68,0.12,101.9716778,4.774953558,0,0
CUST_00087,40,Male,16577,Salaried,88,Affluent,18132,37026,2.041912535,0,0,0,0,23,454,1310,97,1922,0.18,2,1,0,0,14,0,-17,0.46,105.4963077,7.2665466,0,0
CUST_00088,57,Female,13885,Salaried,182,Affluent,11899,32566,2.736638655,0,0,0,0,21,258,163,431,3738,0.17,4,1,1,0,8,0,11,0.29,104.8436721,5.507089565,0,0
CUST_00089,38,Male,13377,Self-Employed,191,Mass,28047,43070,1.53558186,0,1,0,0,25,393,1016,7,2871,0.3,3,1,1,0,23,0,80,0.27,115.8178437,8.183367744,0,0
CUST_00090,33,Male,13058,Salaried,201,Mass,34673,49394,1.424525581,0,1,15,0,19,293,224,823,3105,0.26,2,1,1,1,20,0,-39,0.05,104.4194295,5.943427419,0,0
CUST_00091,62,Male,9443,Salaried,208,Mass,23038,2350,0.102000955,0,1,0,0,15,407,1670,251,3529,0.15,1,0,1,0,12,0,-9,0.14,102.9915086,5.749419363,0,0
CUST_00092,35,Male,19701,Salaried,130,Mass,15869,25538,1.609199748,0,1,0,0,21,79,575,337,3161,0.1,1,1,0,0,11,0,-9,0.09,108.1345284,9.109578674,0,0
CUST_00093,64,Male,19084,Unemployed,35,Mass,17198,9331,0.542531543,0,1,0,0,22,348,658,851,3129,0.29,4,1,0,0,20,0,57,0.31,111.3814554,5.596280289,0,0
CUST_00094,41,Male,6383,Salaried,98,Mass,35380,30673,0.86693423,0,2,30,0,19,395,1078,202,4836,0.16,4,1,1,0,13,0,59,0.09,102.4541402,6.649595702,1,0
CUST_00095,43,Female,3593,Salaried,22,Mass,47047,10559,0.224430369,0,2,0,0,19,208,501,344,3845,0.14,2,0,0,0,23,0,70,0.32,104.9811345,5.650648553,0,0
CUST_00096,42,Female,16758,Salaried,211,HNI,32135,13775,0.428647,0,3,15,0,18,103,897,172,3993,0.14,4,0,1,0,11,0,-41,0.11,112.5370561,5.091872542,0,0
CUST_00097,62,Female,9026,Salaried,192,Affluent,29816,9678,0.324579938,0,0,15,0,18,388,97,658,1913,0.02,3,0,0,0,8,0,-84,0.19,112.7553305,3.436858756,0,0
CUST_00098,58,Male,4612,Salaried,59,Mass,32867,41924,1.275526348,1,1,0,0,20,171,312,125,2292,0.24,1,1,0,0,15,0,31,0.29,106.575856,5.18603348,0,1
CUST_00099,46,Female,13329,Self-Employed,177,Mass,45750,2665,0.058250093,0,2,0,0,24,19,1391,208,86,0.18,3,1,0,0,10,0,-4,0.21,112.3867528,6.572461718,0,0
CUST_00100,32,Male,3908,Self-Employed,52,Affluent,36938,47089,1.274777336,0,0,30,0,17,195,1524,918,375,0.26,1,0,1,0,9,0,-56,0.06,108.1721942,5.869156113,0,0
CUST_00101,62,Female,8954,Salaried,149,Affluent,49301,13129,0.266297513,0,1,0,0,27,301,1586,286,2591,0.15,1,1,0,0,14,0,85,0.06,104.8021379,3.158773737,1,0
CUST_00102,18,Male,17185,Salaried,140,HNI,18793,44367,2.360700223,0,0,0,0,21,74,675,684,2040,0.33,1,1,1,0,15,0,-24,0.3,102.2173624,3.931979284,0,0
CUST_00103,42,Female,17496,Self-Employed,11,Mass,12788,6526,0.510282274,0,4,15,0,26,375,1442,130,799,0.09,3,1,0,1,17,0,-27,0.67,100.791273,4.924909627,0,0
CUST_00104,24,Male,4928,Salaried,182,Mass,4963,23681,4.770547945,0,0,0,0,26,297,1316,459,2277,0.28,3,1,0,1,16,1,-3,0.25,100.6370182,4.397079659,0,0
CUST_00105,26,Female,11280,Salaried,211,Affluent,7274,5245,0.720962199,0,4,0,0,10,420,35,783,1180,0.02,2,1,0,0,18,0,-40,0.06,102.9590141,7.686928177,0,0
CUST_00106,41,Male,9681,Salaried,122,Mass,35691,47843,1.340440435,0,1,0,0,22,367,1028,714,1539,0.21,1,1,0,0,15,0,74,0.6,115.1608187,9.263877037,0,0
CUST_00107,18,Female,6127,Self-Employed,198,Affluent,33009,34162,1.034898516,1,0,15,0,21,470,1369,680,1738,0.21,1,0,0,0,14,1,-89,0.14,113.7139126,7.19399023,0,1
CUST_00108,61,Male,6963,Self-Employed,234,Mass,11954,47512,3.974236721,0,2,0,0,16,299,1428,508,4631,0.25,2,1,0,0,20,0,22,0.2,103.8793509,3.723683349,0,0
CUST_00109,25,Female,13761,Salaried,14,Affluent,46355,41788,0.901458279,1,0,0,0,15,245,1332,478,1915,0.35,1,1,1,0,21,0,-19,0.17,107.5950618,3.917673312,0,0
CUST_00110,41,Female,15554,Salaried,33,Mass,31847,35664,1.119819141,0,0,30,0,23,150,1880,602,4744,0.2,1,1,0,0,13,0,21,0.17,108.3173924,4.093912865,0,0
CUST_00111,28,Female,11357,Self-Employed,239,Mass,20154,12737,0.631952369,0,0,0,0,21,257,1836,364,3388,0.07,3,1,0,1,20,0,65,0.04,103.6084478,8.016833944,0,0
CUST_00112,68,Male,2987,Salaried,102,Mass,26329,12814,0.486669199,1,2,0,1,34,227,240,976,1053,0.08,2,1,0,0,14,0,-48,0.12,101.4980912,4.329580749,0,0
CUST_00113,34,Male,3965,Self-Employed,77,HNI,34721,375,0.010800069,0,1,15,1,27,133,1752,91,631,0.01,1,0,0,0,17,0,7,0.25,108.1164079,9.64299124,0,0
CUST_00114,25,Male,9316,Salaried,26,Mass,33463,26405,0.789056897,0,1,0,0,18,20,1995,513,2448,0.05,2,0,1,0,14,0,-64,0.09,107.3061298,6.277566753,0,0
CUST_00115,52,Male,16046,Unemployed,142,Mass,9481,47068,4.96393166,0,1,0,0,26,330,805,293,571,0.4,4,0,0,0,16,0,-90,0.05,107.3857639,5.061361126,0,0
CUST_00116,52,Male,2868,Self-Employed,237,Mass,11759,36758,3.125680272,0,0,15,0,14,274,493,575,402,0.14,1,0,1,1,13,1,96,0.17,105.1888201,5.216874779,0,0
CUST_00117,50,Female,19513,Salaried,216,Affluent,36821,14861,0.403590245,0,0,0,0,19,243,1989,529,2469,0.14,4,1,0,0,18,0,-21,0.24,108.5413251,9.326577766,0,0
CUST_00118,22,Male,6378,Salaried,176,Mass,45909,28703,0.625201481,2,1,60,0,17,353,6,484,224,0.21,4,1,0,0,5,0,-39,0.25,96.54066797,3.315819921,0,0
CUST_00119,59,Female,17463,Salaried,65,Mass,42272,10283,0.243252194,2,0,0,0,15,171,519,716,4534,0.15,3,1,1,1,12,0,-74,0.28,100.6078574,7.82881553,0,0
CUST_00120,56,Female,15246,Salaried,46,Mass,30880,48581,1.573167967,1,0,0,0,14,476,797,335,1746,0.12,2,1,0,1,14,0,-65,0.08,104.2461177,6.468674632,0,1
CUST_00121,58,Male,3076,Self-Employed,127,Mass,38198,30043,0.786486557,0,1,90,0,23,208,1747,365,2918,0.1,2,0,0,0,16,0,80,0.22,107.1662311,4.312559515,0,0
CUST_00122,45,Female,17169,Salaried,237,Mass,35848,41845,1.167257106,0,1,0,0,24,96,762,642,4029,0.18,1,1,0,0,15,0,-93,0.06,102.4582675,6.492768704,0,0
CUST_00123,24,Male,8385,Self-Employed,183,Mass,26607,39027,1.466739327,0,4,0,0,19,334,1128,653,4904,0.06,1,1,0,0,19,0,71,0.13,104.6452646,3.669572024,0,0
CUST_00124,26,Male,10222,Salaried,94,Affluent,25049,36474,1.456047904,0,1,15,0,22,286,1777,532,1951,0.11,4,0,0,0,9,0,18,0.26,96.60105736,7.666720036,0,0
CUST_00125,25,Male,19087,Self-Employed,74,Mass,33672,20851,0.619220147,0,0,0,0,28,188,716,555,1378,0.14,3,1,1,0,18,0,54,0.05,102.9268255,5.913797684,0,0
CUST_00126,29,Female,7480,Salaried,128,Mass,27823,994,0.035724554,0,0,0,0,25,318,207,575,1800,0.08,2,1,0,0,13,0,-5,0.16,109.7397695,4.880607944,0,0
CUST_00127,51,Male,9777,Self-Employed,74,Affluent,8644,35257,4.078311163,0,1,0,0,16,364,407,507,3359,0.13,2,1,0,0,12,0,80,0.2,101.8244418,8.205585822,0,0
CUST_00128,50,Male,7362,Salaried,220,Affluent,19728,2661,0.134877591,1,0,0,0,11,474,80,687,4687,0.07,4,1,0,0,15,0,-79,0.4,109.815964,7.459104603,0,0
CUST_00129,65,Male,2950,Salaried,196,Affluent,2836,48131,16.96545647,0,1,0,1,23,11,119,983,2037,0.03,1,1,0,0,13,0,28,0.11,97.11221899,5.074797111,0,0
CUST_00130,40,Female,10250,Salaried,206,Mass,41114,30397,0.739316551,0,1,0,1,20,190,1612,707,2384,0.14,2,1,0,0,16,1,74,0.13,107.5821868,7.873366155,0,0
CUST_00131,41,Male,4818,Salaried,140,Mass,14513,15344,1.057186165,0,0,0,0,27,115,1123,573,698,0.13,3,1,0,0,16,0,-73,0.08,104.3251087,4.505294245,0,0
CUST_00132,54,Female,5600,Salaried,182,Mass,589,3515,5.957627119,0,1,0,0,24,421,851,816,706,0.17,4,1,0,0,18,0,96,0.16,102.4659563,9.953487387,0,1
CUST_00133,52,Female,13341,Salaried,192,Mass,42865,20446,0.476974759,0,2,0,0,22,380,1355,877,2612,0.46,4,1,1,0,9,1,73,0.13,108.8297417,4.473452264,0,0
CUST_00134,61,Male,17053,Unemployed,102,Mass,21946,22218,1.012347929,0,1,15,0,21,142,1940,873,1157,0.03,1,1,0,0,15,0,-10,0.15,112.8085914,8.85381841,1,0
CUST_00135,57,Female,16333,Salaried,47,Affluent,30496,25930,0.850247565,0,3,0,0,25,148,1445,33,4314,0.19,3,1,0,1,21,1,1,0.26,102.9019504,8.260497161,0,0
CUST_00136,39,Female,8255,Self-Employed,165,Mass,30637,31644,1.032835041,0,1,0,0,16,112,804,609,1826,0.18,1,0,1,0,15,0,90,0.13,101.5764527,5.276973797,0,0
CUST_00137,44,Male,12907,Salaried,202,Mass,28649,37778,1.318603839,0,2,15,0,18,17,1620,838,4353,0.08,4,1,0,0,17,0,26,0.29,95.68196944,5.219081414,1,0
CUST_00138,52,Male,18007,Salaried,169,Mass,10309,24208,2.348011639,0,0,15,0,20,213,20,55,256,0.15,2,1,0,0,11,0,79,0.13,98.97365553,9.719273654,0,1
CUST_00139,18,Male,16241,Self-Employed,27,Mass,30580,27395,0.895817665,0,0,15,0,22,151,123,309,603,0.06,1,1,0,0,16,0,20,0.25,109.5791216,4.375564057,0,0
CUST_00140,52,Female,14090,Self-Employed,170,Mass,10217,31674,3.09982384,0,2,15,0,15,460,738,580,331,0.14,3,0,0,0,24,0,-91,0.18,108.9860126,6.255381585,0,0
