customer_id,age,gender,income,employment_type,tenure_months,segment,credit_limit,balances,utilization_rate,num_late_payments_3m,num_late_payments_12m,max_dpd,last_default_flag,txn_count,avg_ticket,category_spend_grocery,category_spend_fuel,category_spend_travel,intl_spend_pct,num_products,has_credit_card,has_auto_loan,has_mortgage,mobile_app_logins_30d,complaints_6m,nps_score,offer_click_rate,cpi,unemployment_rate,ramadan_flag,eid_flag,churn,default
CUST_00109,25,Female,13761,Salaried,14,Affluent,46355,41788,0.901458279402882,1,0,0,0,15,245,1332,478,1915,0.35,1,1,1,0,21,0,-19,0.17,107.59506177495783,3.9176733115123175,0,0,0,0
CUST_00110,41,Female,15554,Salaried,33,Mass,31847,35664,1.119819140919367,0,0,30,0,23,150,1880,602,4744,0.2,1,1,0,0,13,0,21,0.17,108.31739243245313,4.0939128652404255,0,0,0,1
CUST_00111,28,Female,11357,Self-Employed,239,Mass,20154,12737,0.6319523691391714,0,0,0,0,21,257,1836,364,3388,0.07,3,1,0,1,20,0,65,0.04,103.60844784287116,8.01683394449781,0,0,0,0
CUST_00112,68,Male,2987,Salaried,102,Mass,26329,12814,0.48666919863273833,1,2,0,1,34,227,240,976,1053,0.08,2,1,0,0,14,0,-48,0.12,101.49809119082023,4.329580749263174,0,0,0,0
CUST_00113,34,Male,3965,Self-Employed,77,HNI,34721,375,0.01080006912044237,0,1,15,1,27,133,1752,91,631,0.01,1,0,0,0,17,0,7,0.25,108.1164078501819,9.642991240489675,0,0,0,0
CUST_00114,25,Male,9316,Salaried,26,Mass,33463,26405,0.7890568969639015,0,1,0,0,18,20,1995,513,2448,0.05,2,0,1,0,14,0,-64,0.09,107.30612975849454,6.277566752792811,0,0,0,0
CUST_00115,52,Male,16046,Unemployed,142,Mass,9481,47068,4.963931659987344,0,1,0,0,26,330,805,293,571,0.4,4,0,0,0,16,0,-90,0.05,107.38576393082805,5.061361126479472,0,0,0,0
CUST_00116,52,Male,2868,Self-Employed,237,Mass,11759,36758,3.1256802721088435,0,0,15,0,14,274,493,575,402,0.14,1,0,1,1,13,1,96,0.17,105.18882008177023,5.2168747788473615,0,0,0,0
CUST_00117,50,Female,19513,Salaried,216,Affluent,36821,14861,0.4035902449622508,0,0,0,0,19,243,1989,529,2469,0.14,4,1,0,0,18,0,-21,0.24,108.54132509980283,9.326577766251336,0,0,0,0
CUST_00118,22,Male,6378,Salaried,176,Mass,45909,28703,0.6252014811587889,2,1,60,0,17,353,6,484,224,0.21,4,1,0,0,5,0,-39,0.25,96.54066796879424,3.315819921265922,0,0,0,0
CUST_00119,59,Female,17463,Salaried,65,Mass,42272,10283,0.2432521940718662,2,0,0,0,15,171,519,716,4534,0.15,3,1,1,1,12,0,-74,0.28,100.6078573692205,7.828815530303455,0,0,0,0
CUST_00120,56,Female,15246,Salaried,46,Mass,30880,48581,1.57316796735857,1,0,0,0,14,476,797,335,1746,0.12,2,1,0,1,14,0,-65,0.08,104.24611772392636,6.468674631780107,0,1,0,0
CUST_00121,58,Male,3076,Self-Employed,127,Mass,38198,30043,0.7864865572397183,0,1,90,0,23,208,1747,365,2918,0.1,2,0,0,0,16,0,80,0.22,107.16623114066195,4.312559514762284,0,0,0,0
CUST_00122,45,Female,17169,Salaried,237,Mass,35848,41845,1.1672571061954309,0,1,0,0,24,96,762,642,4029,0.18,1,1,0,0,15,0,-93,0.06,102.4582675217595,6.492768704033719,0,0,0,0
CUST_00123,24,Male,8385,Self-Employed,183,Mass,26607,39027,1.4667393265183404,0,4,0,0,19,334,1128,653,4904,0.06,1,1,0,0,19,0,71,0.13,104.6452645512413,3.6695720243821914,0,0,0,0
CUST_00124,26,Male,10222,Salaried,94,Affluent,25049,36474,1.4560479041916168,0,1,15,0,22,286,1777,532,1951,0.11,4,0,0,0,9,0,18,0.26,96.60105736085991,7.666720036411867,0,0,0,0
CUST_00125,25,Male,19087,Self-Employed,74,Mass,33672,20851,0.6192201467050753,0,0,0,0,28,188,716,555,1378,0.14,3,1,1,0,18,0,54,0.05,102.92682548634698,5.9137976840562985,0,0,0,0
CUST_00126,29,Female,7480,Salaried,128,Mass,27823,994,0.03572455434157562,0,0,0,0,25,318,207,575,1800,0.08,2,1,0,0,13,0,-5,0.16,109.73976952599574,4.880607943861891,0,0,0,0
